Driver,GP,Tyres,From,To,#Laps,Year,
Sergio Perez,Austria,Medium Used,52,71,20,2024,
Kevin Magnussen,Austria,Medium New,1,10,10,2024,
Kevin Magnussen,Austria,Hard New,11,38,28,2024,
Kevin Magnussen,Austria,Hard New,39,71,33,2024,
Daniel Ricciardo,Austria,Medium New,1,10,10,2024,
Daniel Ricciardo,Austria,Hard Used,11,37,27,2024,
Daniel Ricciardo,Austria,Hard New,38,71,34,2024,
Pierre Gasly,Austria,Medium New,1,20,20,2024,
Pierre Gasly,Austria,Hard New,21,42,22,2024,
Pierre Gasly,Austria,Medium New,43,71,29,2024,
Charles Leclerc,Austria,Medium New,1,1,1,2024,
Charles Leclerc,Austria,Hard New,2,16,15,2024,
Charles Leclerc,Austria,Medium Used,17,33,17,2024,
Charles Leclerc,Austria,Medium Used,34,51,18,2024,
Charles Leclerc,Austria,Medium Used,52,71,20,2024,
Esteban Ocon,Austria,Medium New,1,19,19,2024,
Esteban Ocon,Austria,Hard New,20,43,24,2024,
Esteban Ocon,Austria,Medium New,44,71,28,2024,
Lance Stroll,Austria,Medium Used,1,20,20,2024,
Lance Stroll,Austria,Medium Used,21,43,23,2024,
Lance Stroll,Austria,Hard Used,44,70,27,2024,
Yuki Tsunoda,Austria,Medium New,1,21,21,2024,
Yuki Tsunoda,Austria,Hard Used,22,44,23,2024,
Yuki Tsunoda,Austria,Hard New,45,70,26,2024,
Alexander Albon,Austria,Medium New,1,12,12,2024,
Alexander Albon,Austria,Hard New,40,70,31,2024,
Valtteri Bottas,Austria,Medium New,1,19,19,2024,
Valtteri Bottas,Austria,Hard New,20,42,23,2024,
Valtteri Bottas,Austria,Hard New,43,70,28,2024,
Zhou Guanyu,Austria,Hard New,1,28,28,2024,
Zhou Guanyu,Austria,Medium New,29,51,23,2024,
Zhou Guanyu,Austria,Hard New,52,70,19,2024,
Fernando Alonso,Austria,Medium Used,1,11,11,2024,
Fernando Alonso,Austria,Medium Used,12,35,24,2024,
Fernando Alonso,Austria,Hard Used,36,68,33,2024,
Fernando Alonso,Austria,Soft New,69,70,2,2024,
Logan Sargeant,Austria,Medium New,1,1,1,2024,
Logan Sargeant,Austria,Medium Used,2,20,19,2024,
Logan Sargeant,Austria,Hard New,21,49,29,2024,
Logan Sargeant,Austria,Medium Used,50,69,20,2024,
Lando Norris,Austria,Medium New,1,23,23,2024,
Lando Norris,Austria,Hard Used,24,51,28,2024,
Lando Norris,Austria,Medium New,52,64,13,2024,
Alexander Albon,Austria,Hard New,13,39,27,2024,
Lewis Hamilton,Great Britain,Medium New,1,27,27,2024,
Lewis Hamilton,Great Britain,Intermediate New,28,38,11,2024,
Lewis Hamilton,Great Britain,Soft Used,39,52,14,2024,
Max Verstappen,Great Britain,Medium New,1,26,26,2024,
Max Verstappen,Great Britain,Intermediate New,27,38,12,2024,
Max Verstappen,Great Britain,Hard New,39,52,14,2024,
Lando Norris,Great Britain,Medium New,1,27,27,2024,
Lando Norris,Great Britain,Intermediate New,28,39,12,2024,
Lando Norris,Great Britain,Soft Used,40,52,13,2024,
Oscar Piastri,Great Britain,Medium New,1,28,28,2024,
Oscar Piastri,Great Britain,Intermediate New,29,38,10,2024,
Oscar Piastri,Great Britain,Medium New,39,52,14,2024,
Carlos Sainz,Great Britain,Medium New,1,26,26,2024,
Carlos Sainz,Great Britain,Intermediate New,27,39,13,2024,
Carlos Sainz,Great Britain,Hard New,40,50,11,2024,
Carlos Sainz,Great Britain,Soft Used,51,52,2,2024,
Nico Hulkenberg,Great Britain,Medium New,1,26,26,2024,
Nico Hulkenberg,Great Britain,Intermediate New,27,39,13,2024,
Nico Hulkenberg,Great Britain,Soft Used,40,52,13,2024,
Lance Stroll,Great Britain,Medium New,1,26,26,2024,
Lance Stroll,Great Britain,Intermediate New,27,39,13,2024,
Fernando Alonso,Great Britain,Medium New,1,27,27,2024,
Alexander Albon,Great Britain,Medium New,1,27,27,2024,
Alexander Albon,Great Britain,Intermediate New,28,38,11,2024,
Alexander Albon,Great Britain,Medium New,39,52,14,2024,
Yuki Tsunoda,Great Britain,Medium New,1,27,27,2024,
Yuki Tsunoda,Great Britain,Intermediate New,28,38,11,2024,
Yuki Tsunoda,Great Britain,Soft New,39,52,14,2024,
Logan Sargeant,Great Britain,Medium New,1,27,27,2024,
Logan Sargeant,Great Britain,Intermediate New,28,38,11,2024,
Logan Sargeant,Great Britain,Soft New,39,52,14,2024,
Kevin Magnussen,Great Britain,Intermediate New,28,37,10,2024,
Kevin Magnussen,Great Britain,Soft New,38,52,15,2024,
Daniel Ricciardo,Great Britain,Medium New,1,26,26,2024,
Daniel Ricciardo,Great Britain,Intermediate New,27,37,11,2024,
Daniel Ricciardo,Great Britain,Soft New,38,51,14,2024,
Charles Leclerc,Great Britain,Medium New,1,19,19,2024,
Charles Leclerc,Great Britain,Intermediate New,20,27,8,2024,
Charles Leclerc,Great Britain,Intermediate New,28,37,10,2024,
Charles Leclerc,Great Britain,Soft New,38,51,14,2024,
Valtteri Bottas,Great Britain,Medium New,1,26,26,2024,
Valtteri Bottas,Great Britain,Intermediate New,27,37,11,2024,
Valtteri Bottas,Great Britain,Soft New,38,51,14,2024,
Esteban Ocon,Great Britain,Soft New,1,19,19,2024,
Esteban Ocon,Great Britain,Intermediate New,20,21,2,2024,
Esteban Ocon,Great Britain,Medium New,22,26,5,2024,
Esteban Ocon,Great Britain,Intermediate New,27,38,12,2024,
Esteban Ocon,Great Britain,Medium New,39,50,12,2024,
Sergio Perez,Great Britain,Hard New,1,19,19,2024,
Sergio Perez,Great Britain,Intermediate New,20,28,9,2024,
Sergio Perez,Great Britain,Intermediate New,29,37,9,2024,
Sergio Perez,Great Britain,Medium New,38,47,10,2024,
Sergio Perez,Great Britain,Soft New,48,50,3,2024,
Zhou Guanyu,Great Britain,Medium New,13,19,7,2024,
Zhou Guanyu,Great Britain,Intermediate New,20,26,7,2024,
Zhou Guanyu,Great Britain,Intermediate New,27,37,11,2024,
Zhou Guanyu,Great Britain,Soft Used,38,50,13,2024,
George Russell,Great Britain,Medium New,1,27,27,2024,
George Russell,Great Britain,Intermediate New,28,33,6,2024,
Zhou Guanyu,Great Britain,Soft New,1,12,12,2024,
Kevin Magnussen,Great Britain,Medium New,1,27,27,2024,
Lance Stroll,Great Britain,Medium New,40,52,13,2024,
Fernando Alonso,Great Britain,Intermediate New,28,38,11,2024,
Fernando Alonso,Great Britain,Medium New,39,52,14,2024,
Oscar Piastri,Hungary,Medium New,1,18,18,2024,
Oscar Piastri,Hungary,Hard Used,19,47,29,2024,
Oscar Piastri,Hungary,Medium Used,48,70,23,2024,
Lando Norris,Hungary,Medium New,1,17,17,2024,
Lando Norris,Hungary,Medium Used,46,70,25,2024,
Lewis Hamilton,Hungary,Medium New,1,16,16,2024,
Lewis Hamilton,Hungary,Hard New,17,40,24,2024,
Lewis Hamilton,Hungary,Hard New,41,70,30,2024,
Charles Leclerc,Hungary,Medium New,1,23,23,2024,
Charles Leclerc,Hungary,Hard New,24,40,17,2024,
Charles Leclerc,Hungary,Medium New,41,70,30,2024,
Max Verstappen,Hungary,Medium New,1,21,21,2024,
Max Verstappen,Hungary,Hard New,22,49,28,2024,
Max Verstappen,Hungary,Medium New,50,70,21,2024,
Carlos Sainz,Hungary,Medium New,1,21,21,2024,
Carlos Sainz,Hungary,Hard New,22,47,26,2024,
Carlos Sainz,Hungary,Medium New,48,70,23,2024,
Sergio Perez,Hungary,Hard New,1,28,28,2024,
Sergio Perez,Hungary,Medium New,29,47,19,2024,
Sergio Perez,Hungary,Medium New,48,70,23,2024,
George Russell,Hungary,Hard New,1,33,33,2024,
George Russell,Hungary,Medium New,34,53,20,2024,
George Russell,Hungary,Hard New,54,70,17,2024,
Yuki Tsunoda,Hungary,Medium New,1,29,29,2024,
Yuki Tsunoda,Hungary,Hard New,30,70,41,2024,
Lance Stroll,Hungary,Soft Used,1,14,14,2024,
Lance Stroll,Hungary,Medium Used,15,45,31,2024,
Lance Stroll,Hungary,Hard Used,46,70,25,2024,
Fernando Alonso,Hungary,Soft Used,1,7,7,2024,
Fernando Alonso,Hungary,Medium Used,8,37,30,2024,
Fernando Alonso,Hungary,Hard Used,38,70,33,2024,
Daniel Ricciardo,Hungary,Medium New,1,7,7,2024,
Daniel Ricciardo,Hungary,Hard New,8,28,21,2024,
Daniel Ricciardo,Hungary,Hard New,29,69,41,2024,
Nico Hulkenberg,Hungary,Medium New,1,2,2,2024,
Nico Hulkenberg,Hungary,Hard New,3,29,27,2024,
Nico Hulkenberg,Hungary,Hard New,30,69,40,2024,
Alexander Albon,Hungary,Soft New,1,6,6,2024,
Alexander Albon,Hungary,Hard New,7,29,23,2024,
Alexander Albon,Hungary,Hard New,30,69,40,2024,
Kevin Magnussen,Hungary,Soft New,1,6,6,2024,
Kevin Magnussen,Hungary,Hard New,7,34,28,2024,
Kevin Magnussen,Hungary,Hard New,35,69,35,2024,
Valtteri Bottas,Hungary,Medium Used,1,16,16,2024,
Valtteri Bottas,Hungary,Hard New,17,45,29,2024,
Valtteri Bottas,Hungary,Hard New,46,69,24,2024,
Logan Sargeant,Hungary,Medium New,1,8,8,2024,
Logan Sargeant,Hungary,Hard New,9,33,25,2024,
Logan Sargeant,Hungary,Hard New,34,63,30,2024,
Logan Sargeant,Hungary,Soft New,64,69,6,2024,
Esteban Ocon,Hungary,Medium New,1,6,6,2024,
Esteban Ocon,Hungary,Hard New,7,30,24,2024,
Esteban Ocon,Hungary,Hard New,31,64,34,2024,
Esteban Ocon,Hungary,Soft New,65,69,5,2024,
Zhou Guanyu,Hungary,Medium Used,1,7,7,2024,
Zhou Guanyu,Hungary,Hard New,8,36,29,2024,
Zhou Guanyu,Hungary,Hard New,37,69,33,2024,
Pierre Gasly,Hungary,Hard New,1,28,28,2024,
Pierre Gasly,Hungary,Medium New,29,33,5,2024,
Lando Norris,Hungary,Hard Used,18,45,28,2024,
Lewis Hamilton,Belgium,Medium New,1,11,11,2024,
Lewis Hamilton,Belgium,Hard New,12,26,15,2024,
Lewis Hamilton,Belgium,Hard New,27,44,18,2024,
Oscar Piastri,Belgium,Medium New,1,11,11,2024,
Oscar Piastri,Belgium,Hard New,12,30,19,2024,
Oscar Piastri,Belgium,Hard New,31,44,14,2024,
Charles Leclerc,Belgium,Medium New,1,12,12,2024,
Charles Leclerc,Belgium,Hard New,13,25,13,2024,
Charles Leclerc,Belgium,Hard New,26,44,19,2024,
Max Verstappen,Belgium,Medium New,1,10,10,2024,
Max Verstappen,Belgium,Hard New,11,28,18,2024,
Max Verstappen,Belgium,Medium New,29,44,16,2024,
Lando Norris,Belgium,Medium New,1,15,15,2024,
Lando Norris,Belgium,Hard New,16,29,14,2024,
Lando Norris,Belgium,Hard New,30,44,15,2024,
Carlos Sainz,Belgium,Hard New,1,20,20,2024,
Carlos Sainz,Belgium,Medium New,21,28,8,2024,
Carlos Sainz,Belgium,Hard New,29,44,16,2024,
Sergio Perez,Belgium,Medium New,1,11,11,2024,
Sergio Perez,Belgium,Medium New,12,21,10,2024,
Sergio Perez,Belgium,Hard New,22,42,21,2024,
Sergio Perez,Belgium,Soft New,43,44,2,2024,
Fernando Alonso,Belgium,Medium New,1,13,13,2024,
Fernando Alonso,Belgium,Hard New,14,44,31,2024,
Esteban Ocon,Belgium,Medium New,1,12,12,2024,
Esteban Ocon,Belgium,Hard New,13,30,18,2024,
Esteban Ocon,Belgium,Hard New,31,44,14,2024,
Daniel Ricciardo,Belgium,Soft New,1,8,8,2024,
Daniel Ricciardo,Belgium,Medium New,9,21,13,2024,
Daniel Ricciardo,Belgium,Hard Used,22,44,23,2024,
Lance Stroll,Belgium,Medium New,1,12,12,2024,
Lance Stroll,Belgium,Hard New,13,44,32,2024,
Alexander Albon,Belgium,Medium New,1,8,8,2024,
Alexander Albon,Belgium,Medium New,9,23,15,2024,
Alexander Albon,Belgium,Hard New,24,44,21,2024,
Pierre Gasly,Belgium,Medium New,1,9,9,2024,
Pierre Gasly,Belgium,Hard New,10,28,19,2024,
Pierre Gasly,Belgium,Hard New,29,44,16,2024,
Kevin Magnussen,Belgium,Medium New,1,17,17,2024,
Kevin Magnussen,Belgium,Hard New,18,44,27,2024,
Valtteri Bottas,Belgium,Medium New,1,11,11,2024,
Valtteri Bottas,Belgium,Hard New,12,35,24,2024,
Valtteri Bottas,Belgium,Medium New,36,44,9,2024,
Yuki Tsunoda,Belgium,Medium New,1,15,15,2024,
Yuki Tsunoda,Belgium,Hard Used,16,44,29,2024,
Logan Sargeant,Belgium,Medium New,1,8,8,2024,
Logan Sargeant,Belgium,Medium New,9,24,16,2024,
Logan Sargeant,Belgium,Hard New,25,44,20,2024,
Nico Hulkenberg,Belgium,Medium New,1,7,7,2024,
Nico Hulkenberg,Belgium,Hard New,8,20,13,2024,
Nico Hulkenberg,Belgium,Medium New,21,44,24,2024,
Zhou Guanyu,Belgium,Hard New,1,5,5,2024,
George Russell,Belgium,Medium New,1,10,10,2024,
George Russell,Belgium,Hard New,11,44,34,2024,
Lando Norris,Netherlands,Medium New,1,28,28,2024,
Lando Norris,Netherlands,Hard New,29,72,44,2024,
Max Verstappen,Netherlands,Medium New,1,27,27,2024,
Max Verstappen,Netherlands,Hard New,28,72,45,2024,
Charles Leclerc,Netherlands,Medium New,1,24,24,2024,
Charles Leclerc,Netherlands,Hard New,25,72,48,2024,
Oscar Piastri,Netherlands,Medium New,1,33,33,2024,
Oscar Piastri,Netherlands,Hard New,34,72,39,2024,
Carlos Sainz,Netherlands,Medium New,1,30,30,2024,
Carlos Sainz,Netherlands,Hard New,31,72,42,2024,
Sergio Perez,Netherlands,Medium New,1,29,29,2024,
Sergio Perez,Netherlands,Hard New,30,72,43,2024,
George Russell,Netherlands,Medium New,1,25,25,2024,
George Russell,Netherlands,Hard New,26,54,29,2024,
George Russell,Netherlands,Soft Used,55,72,18,2024,
Lewis Hamilton,Netherlands,Soft New,1,23,23,2024,
Lewis Hamilton,Netherlands,Hard New,24,48,25,2024,
Lewis Hamilton,Netherlands,Soft New,49,72,24,2024,
Pierre Gasly,Netherlands,Medium New,1,32,32,2024,
Pierre Gasly,Netherlands,Hard New,33,71,39,2024,
Fernando Alonso,Netherlands,Medium New,1,31,31,2024,
Fernando Alonso,Netherlands,Hard New,32,71,40,2024,
Nico Hulkenberg,Netherlands,Medium New,1,14,14,2024,
Nico Hulkenberg,Netherlands,Hard New,15,71,57,2024,
Daniel Ricciardo,Netherlands,Medium New,1,29,29,2024,
Daniel Ricciardo,Netherlands,Hard New,30,71,42,2024,
Lance Stroll,Netherlands,Medium New,1,30,30,2024,
Lance Stroll,Netherlands,Hard New,31,71,41,2024,
Alexander Albon,Netherlands,Medium New,1,12,12,2024,
Alexander Albon,Netherlands,Hard New,13,54,42,2024,
Alexander Albon,Netherlands,Medium New,55,71,17,2024,
Esteban Ocon,Netherlands,Medium New,1,30,30,2024,
Esteban Ocon,Netherlands,Hard New,31,71,41,2024,
Logan Sargeant,Netherlands,Medium New,1,22,22,2024,
Logan Sargeant,Netherlands,Hard New,23,71,49,2024,
Yuki Tsunoda,Netherlands,Soft New,1,14,14,2024,
Yuki Tsunoda,Netherlands,Medium New,15,32,18,2024,
Yuki Tsunoda,Netherlands,Hard New,33,71,39,2024,
Kevin Magnussen,Netherlands,Hard New,1,40,40,2024,
Kevin Magnussen,Netherlands,Medium New,41,71,31,2024,
Valtteri Bottas,Netherlands,Soft New,1,15,15,2024,
Valtteri Bottas,Netherlands,Hard New,16,43,28,2024,
Valtteri Bottas,Netherlands,Medium New,44,70,27,2024,
Zhou Guanyu,Netherlands,Medium New,1,18,18,2024,
Zhou Guanyu,Netherlands,Hard New,19,51,33,2024,
Zhou Guanyu,Netherlands,Soft New,52,70,19,2024,
Charles Leclerc,Italy,Medium New,1,15,15,2024,
Charles Leclerc,Italy,Hard New,16,53,38,2024,
Oscar Piastri,Italy,Medium New,1,16,16,2024,
Oscar Piastri,Italy,Hard New,17,38,22,2024,
Oscar Piastri,Italy,Hard New,39,53,15,2024,
Lando Norris,Italy,Medium New,1,14,14,2024,
Lando Norris,Italy,Hard New,15,32,18,2024,
Lando Norris,Italy,Hard New,33,53,21,2024,
Carlos Sainz,Italy,Medium New,1,19,19,2024,
Carlos Sainz,Italy,Hard New,21,53,33,2024,
Lewis Hamilton,Italy,Medium New,1,15,15,2024,
Lewis Hamilton,Italy,Hard New,16,37,22,2024,
Lewis Hamilton,Italy,Hard New,38,53,16,2024,
Max Verstappen,Italy,Hard New,1,22,22,2024,
Max Verstappen,Italy,Hard New,23,41,19,2024,
Max Verstappen,Italy,Medium New,42,53,12,2024,
George Russell,Italy,Medium New,1,11,11,2024,
George Russell,Italy,Hard New,12,33,22,2024,
George Russell,Italy,Hard New,34,53,20,2024,
Sergio Perez,Italy,Hard New,1,23,23,2024,
Sergio Perez,Italy,Hard New,24,35,12,2024,
Sergio Perez,Italy,Medium New,36,53,18,2024,
Alexander Albon,Italy,Medium New,1,17,17,2024,
Alexander Albon,Italy,Hard New,18,53,36,2024,
Kevin Magnussen,Italy,Medium New,1,14,14,2024,
Kevin Magnussen,Italy,Hard New,15,53,39,2024,
Fernando Alonso,Italy,Medium Used,1,12,12,2024,
Fernando Alonso,Italy,Hard Used,13,35,23,2024,
Fernando Alonso,Italy,Hard Used,36,53,18,2024,
Daniel Ricciardo,Italy,Medium New,1,11,11,2024,
Daniel Ricciardo,Italy,Hard Used,12,53,42,2024,
Esteban Ocon,Italy,Hard New,1,31,31,2024,
Esteban Ocon,Italy,Medium New,32,52,21,2024,
Pierre Gasly,Italy,Medium New,1,10,10,2024,
Pierre Gasly,Italy,Hard New,11,30,20,2024,
Pierre Gasly,Italy,Hard New,31,52,22,2024,
Valtteri Bottas,Italy,Hard Used,1,33,33,2024,
Valtteri Bottas,Italy,Medium Used,34,52,19,2024,
Nico Hulkenberg,Italy,Medium New,1,5,5,2024,
Nico Hulkenberg,Italy,Hard New,6,32,27,2024,
Nico Hulkenberg,Italy,Hard New,33,52,20,2024,
Zhou Guanyu,Italy,Medium Used,1,15,15,2024,
Zhou Guanyu,Italy,Hard Used,16,52,37,2024,
Lance Stroll,Italy,Hard Used,1,19,19,2024,
Lance Stroll,Italy,Hard Used,20,36,17,2024,
Lance Stroll,Italy,Medium Used,37,50,14,2024,
Lance Stroll,Italy,Soft New,51,52,2,2024,
Yuki Tsunoda,Italy,Hard Used,1,7,7,2024,
Franco Colapinto,Italy,Medium New,1,16,16,2024,
Franco Colapinto,Italy,Hard New,17,53,37,2024,
Oscar Piastri,Azerbaijan,Medium New,1,15,15,2024,
Oscar Piastri,Azerbaijan,Hard New,16,51,36,2024,
Charles Leclerc,Azerbaijan,Medium New,1,16,16,2024,
Charles Leclerc,Azerbaijan,Hard New,17,51,35,2024,
George Russell,Azerbaijan,Medium New,1,12,12,2024,
George Russell,Azerbaijan,Hard New,13,51,39,2024,
Lando Norris,Azerbaijan,Hard New,1,37,37,2024,
Lando Norris,Azerbaijan,Medium New,38,51,14,2024,
Max Verstappen,Azerbaijan,Medium New,1,12,12,2024,
Max Verstappen,Azerbaijan,Hard Used,13,49,37,2024,
Max Verstappen,Azerbaijan,Soft Used,50,51,2,2024,
Fernando Alonso,Azerbaijan,Medium Used,1,11,11,2024,
Fernando Alonso,Azerbaijan,Hard Used,12,51,40,2024,
Alexander Albon,Azerbaijan,Hard New,1,31,31,2024,
Alexander Albon,Azerbaijan,Medium New,32,51,20,2024,
Franco Colapinto,Azerbaijan,Medium New,1,10,10,2024,
Franco Colapinto,Azerbaijan,Hard New,11,51,41,2024,
Lewis Hamilton,Azerbaijan,Medium New,1,12,12,2024,
Lewis Hamilton,Azerbaijan,Hard Used,13,51,39,2024,
Oliver Bearman,Azerbaijan,Medium New,1,14,14,2024,
Oliver Bearman,Azerbaijan,Hard New,15,51,37,2024,
Nico Hulkenberg,Azerbaijan,Medium New,1,15,15,2024,
Nico Hulkenberg,Azerbaijan,Hard New,16,51,36,2024,
Pierre Gasly,Azerbaijan,Hard New,1,50,50,2024,
Pierre Gasly,Azerbaijan,Soft New,51,51,1,2024,
Daniel Ricciardo,Azerbaijan,Hard Used,1,49,49,2024,
Daniel Ricciardo,Azerbaijan,Soft New,50,51,2,2024,
Zhou Guanyu,Azerbaijan,Hard Used,1,34,34,2024,
Zhou Guanyu,Azerbaijan,Medium Used,35,51,17,2024,
Esteban Ocon,Azerbaijan,Hard Used,1,49,49,2024,
Esteban Ocon,Azerbaijan,Soft New,50,50,1,2024,
Valtteri Bottas,Azerbaijan,Medium Used,1,11,11,2024,
Valtteri Bottas,Azerbaijan,Hard Used,12,50,39,2024,
Sergio Perez,Azerbaijan,Medium New,1,13,13,2024,
Sergio Perez,Azerbaijan,Hard New,14,49,36,2024,
Carlos Sainz,Azerbaijan,Medium New,1,17,17,2024,
Carlos Sainz,Azerbaijan,Hard New,18,49,32,2024,
Lance Stroll,Azerbaijan,Medium Used,1,1,1,2024,
Lance Stroll,Azerbaijan,Hard Used,2,22,21,2024,
Yuki Tsunoda,Azerbaijan,Medium Used,1,12,12,2024,
Yuki Tsunoda,Azerbaijan,Hard Used,13,14,2,2024,
Lance Stroll,Azerbaijan,Hard Used,23,45,23,2024,
Lando Norris,Singapore,Medium New,1,30,30,2024,
Lando Norris,Singapore,Hard New,31,62,32,2024,
Max Verstappen,Singapore,Medium New,1,29,29,2024,
Max Verstappen,Singapore,Hard New,30,62,33,2024,
Oscar Piastri,Singapore,Medium New,1,38,38,2024,
Oscar Piastri,Singapore,Hard New,39,62,24,2024,
George Russell,Singapore,Medium New,1,27,27,2024,
George Russell,Singapore,Hard New,28,62,35,2024,
Charles Leclerc,Singapore,Medium New,1,36,36,2024,
Charles Leclerc,Singapore,Hard New,37,62,26,2024,
Lewis Hamilton,Singapore,Soft Used,1,17,17,2024,
Lewis Hamilton,Singapore,Hard New,18,62,45,2024,
Carlos Sainz,Singapore,Medium New,1,13,13,2024,
Carlos Sainz,Singapore,Hard New,14,62,49,2024,
Fernando Alonso,Singapore,Medium Used,1,25,25,2024,
Fernando Alonso,Singapore,Hard Used,26,61,36,2024,
Nico Hulkenberg,Singapore,Medium New,1,29,29,2024,
Nico Hulkenberg,Singapore,Hard New,30,61,32,2024,
Sergio Perez,Singapore,Medium New,1,28,28,2024,
Sergio Perez,Singapore,Hard New,29,61,33,2024,
Franco Colapinto,Singapore,Medium New,1,29,29,2024,
Franco Colapinto,Singapore,Hard New,30,61,32,2024,
Yuki Tsunoda,Singapore,Medium New,1,33,33,2024,
Yuki Tsunoda,Singapore,Soft Used,34,61,28,2024,
Esteban Ocon,Singapore,Medium New,1,29,29,2024,
Esteban Ocon,Singapore,Hard New,30,61,32,2024,
Lance Stroll,Singapore,Medium Used,27,61,35,2024,
Zhou Guanyu,Singapore,Hard New,1,34,34,2024,
Zhou Guanyu,Singapore,Medium New,35,61,27,2024,
Valtteri Bottas,Singapore,Hard New,1,33,33,2024,
Valtteri Bottas,Singapore,Medium New,34,61,28,2024,
Pierre Gasly,Singapore,Medium New,1,37,37,2024,
Pierre Gasly,Singapore,Soft New,38,61,24,2024,
Daniel Ricciardo,Singapore,Soft New,1,10,10,2024,
Daniel Ricciardo,Singapore,Medium New,11,46,36,2024,
Daniel Ricciardo,Singapore,Soft New,47,58,12,2024,
Daniel Ricciardo,Singapore,Soft Used,59,61,3,2024,
Kevin Magnussen,Singapore,Hard New,1,28,28,2024,
Kevin Magnussen,Singapore,Medium New,29,49,21,2024,
Kevin Magnussen,Singapore,Soft New,50,57,8,2024,
Alexander Albon,Singapore,Hard New,12,15,4,2024,
Alexander Albon,Singapore,Medium New,1,11,11,2024,
Lance Stroll,Singapore,Hard Used,1,26,26,2024,
Charles Leclerc,United States,Medium New,1,26,26,2024,
Charles Leclerc,United States,Hard New,27,56,30,2024,
Carlos Sainz,United States,Medium New,1,21,21,2024,
Carlos Sainz,United States,Hard New,22,56,35,2024,
Max Verstappen,United States,Medium New,1,25,25,2024,
Max Verstappen,United States,Hard New,26,56,31,2024,
Lando Norris,United States,Medium New,1,31,31,2024,
Lando Norris,United States,Hard New,32,56,25,2024,
Oscar Piastri,United States,Medium New,1,32,32,2024,
Oscar Piastri,United States,Hard New,33,56,24,2024,
George Russell,United States,Hard New,1,40,40,2024,
George Russell,United States,Medium New,41,56,16,2024,
Sergio Perez,United States,Medium New,1,26,26,2024,
Sergio Perez,United States,Hard New,27,56,30,2024,
Nico Hulkenberg,United States,Medium New,1,27,27,2024,
Nico Hulkenberg,United States,Hard New,28,56,29,2024,
Liam Lawson,United States,Hard New,1,36,36,2024,
Liam Lawson,United States,Medium New,37,56,20,2024,
Franco Colapinto,United States,Hard New,1,39,39,2024,
Franco Colapinto,United States,Medium New,40,56,17,2024,
Kevin Magnussen,United States,Medium New,1,17,17,2024,
Kevin Magnussen,United States,Hard New,18,38,21,2024,
Kevin Magnussen,United States,Medium New,39,56,18,2024,
Pierre Gasly,United States,Medium New,1,18,18,2024,
Pierre Gasly,United States,Hard New,19,56,38,2024,
Fernando Alonso,United States,Medium New,1,26,26,2024,
Fernando Alonso,United States,Hard Used,27,55,29,2024,
Yuki Tsunoda,United States,Medium New,1,18,18,2024,
Yuki Tsunoda,United States,Hard New,19,55,37,2024,
